,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Tyrese Maxey,25.0,PHI,PG,49.0,49.0,1903.0,22.8,0.599,0.41,0.269,0.8,11.2,5.9,30.0,2.5,1.9,9.1,28.9,5.1,2.1,7.2,0.182,5.4,0.8,6.2,3.9,
1,2.0,Amen Thompson,23.0,HOU,PG,50.0,50.0,1859.0,17.9,0.565,0.125,0.352,8.5,14.1,11.3,21.3,1.9,1.5,13.8,20.5,3.4,2.3,5.7,0.147,1.0,0.8,1.8,1.8,
2,3.0,Scottie Barnes,24.0,TOR,PF,52.0,52.0,1793.0,19.3,0.577,0.207,0.277,6.9,20.3,13.5,24.7,1.8,4.3,14.1,24.0,2.2,2.9,5.1,0.135,1.7,2.0,3.7,2.5,
3,4.0,Mikal Bridges,29.0,NYK,SF,51.0,51.0,1765.0,16.6,0.602,0.447,0.092,3.5,9.9,6.6,17.0,2.1,2.4,7.3,17.1,3.8,2.1,5.9,0.159,2.2,1.4,3.6,2.5,
4,5.0,Trey Murphy III,25.0,NOP,SF,49.0,49.0,1760.0,18.6,0.611,0.518,0.234,3.2,14.7,8.8,15.9,2.1,0.8,9.3,23.1,3.4,1.0,4.4,0.12,3.0,-0.9,2.1,1.8,
5,6.0,Brandon Ingram,28.0,TOR,SF,51.0,51.0,1742.0,16.7,0.57,0.29,0.262,2.7,16.7,9.6,17.3,1.1,2.3,11.4,27.4,0.9,2.1,3.0,0.083,1.1,-0.5,0.6,1.2,
6,7.0,Julius Randle,31.0,MIN,PF,52.0,52.0,1740.0,19.9,0.596,0.3,0.398,5.4,16.8,11.2,24.5,1.6,0.6,12.4,26.6,3.8,2.1,5.9,0.164,2.4,0.1,2.5,2.0,
7,8.0,Dyson Daniels,22.0,ATL,SG,51.0,51.0,1723.0,14.1,0.517,0.139,0.164,7.0,14.0,10.4,24.7,2.6,1.1,15.2,16.1,1.2,2.0,3.2,0.09,-1.5,1.2,-0.3,0.7,
8,9.0,Toumani Camara,25.0,POR,PF,51.0,51.0,1721.0,10.3,0.564,0.666,0.161,5.4,11.6,8.5,11.0,1.4,1.2,14.8,16.1,0.9,1.2,2.1,0.057,-1.4,-0.6,-2.0,0.0,
9,10.0,Kevin Durant,37.0,HOU,SF,47.0,47.0,1721.0,20.7,0.629,0.315,0.339,1.5,14.6,8.0,19.3,1.1,2.2,12.9,27.1,4.4,1.9,6.3,0.177,3.9,0.1,4.0,2.6,
10,11.0,DeMar DeRozan,36.0,SAC,PF,52.0,52.0,1714.0,18.0,0.604,0.159,0.419,1.6,9.4,5.4,18.6,1.8,0.6,6.9,22.2,3.9,0.4,4.3,0.122,1.0,-0.6,0.4,1.0,
11,12.0,Jalen Johnson,24.0,ATL,SF,48.0,48.0,1711.0,21.2,0.59,0.273,0.318,4.8,27.7,16.1,34.8,1.6,1.3,15.0,27.1,2.7,2.3,5.0,0.14,3.1,1.2,4.3,2.7,
12,13.0,Jabari Smith Jr.,22.0,HOU,PF,49.0,49.0,1707.0,13.2,0.554,0.496,0.206,4.8,16.8,10.8,7.5,1.1,2.6,8.9,17.9,2.0,2.1,4.1,0.114,-0.7,-0.1,-0.8,0.5,
13,14.0,Desmond Bane,27.0,ORL,SG,50.0,50.0,1696.0,15.4,0.576,0.335,0.241,4.1,10.0,7.0,19.5,1.3,1.4,11.4,23.4,2.0,1.4,3.4,0.095,0.5,-0.7,-0.2,0.8,
14,15.0,Nickeil Alexander-Walker,27.0,ATL,SG,51.0,44.0,1682.0,15.4,0.583,0.518,0.245,1.9,9.6,5.7,15.6,1.6,1.6,10.1,24.6,1.4,1.4,2.7,0.078,0.7,-1.1,-0.3,0.7,
