,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
0,1.0,Luka Dončić,26.0,LAL,PG,42.0,42.0,35.5,10.4,22.0,0.473,3.5,10.3,0.345,6.9,11.7,0.587,0.554,8.5,10.9,0.781,0.8,7.1,7.8,8.6,1.5,0.5,4.3,2.4,32.8,
1,2.0,Shai Gilgeous-Alexander,27.0,OKC,PG,49.0,49.0,33.3,10.9,19.7,0.554,1.8,4.6,0.39,9.1,15.1,0.603,0.599,8.2,9.2,0.892,0.6,3.9,4.4,6.4,1.3,0.8,2.1,2.1,31.8,
2,3.0,Anthony Edwards,24.0,MIN,SG,42.0,42.0,35.5,10.2,20.7,0.494,3.4,8.4,0.401,6.9,12.3,0.557,0.575,5.9,7.4,0.792,0.6,4.7,5.3,3.7,1.3,0.8,2.7,1.8,29.7,
3,4.0,Jaylen Brown,29.0,BOS,SF,46.0,46.0,34.3,10.9,22.5,0.486,2.2,5.9,0.363,8.8,16.6,0.53,0.534,5.5,7.0,0.775,1.2,5.8,7.0,4.8,1.0,0.4,3.6,2.8,29.5,
4,5.0,Nikola Jokić,30.0,DEN,C,36.0,36.0,34.4,10.3,17.4,0.594,2.1,4.9,0.418,8.3,12.5,0.664,0.653,6.4,7.6,0.843,3.1,9.0,12.1,10.5,1.4,0.7,3.5,2.8,29.1,
5,6.0,Tyrese Maxey,25.0,PHI,PG,49.0,49.0,38.8,10.1,21.5,0.472,3.4,8.8,0.384,6.8,12.7,0.532,0.55,5.1,5.8,0.887,0.3,3.8,4.1,6.9,2.0,0.8,2.4,2.2,28.8,
6,7.0,Donovan Mitchell,29.0,CLE,SG,48.0,48.0,33.8,10.0,20.7,0.484,3.7,9.7,0.381,6.3,11.0,0.575,0.573,5.0,5.9,0.846,0.8,3.8,4.6,5.9,1.5,0.2,3.1,2.4,28.8,
7,8.0,Giannis Antetokounmpo,31.0,MIL,PF,30.0,30.0,29.2,10.5,16.2,0.645,0.5,1.3,0.395,10.0,15.0,0.666,0.66,6.5,9.9,0.658,2.8,7.2,10.0,5.6,0.9,0.7,3.3,2.6,28.0,
8,9.0,Kawhi Leonard,34.0,LAC,SF,37.0,37.0,32.7,9.7,19.5,0.497,2.7,7.0,0.39,6.9,12.5,0.557,0.567,5.5,6.0,0.914,1.0,5.1,6.1,3.6,2.0,0.6,2.1,1.3,27.6,
9,10.0,Jalen Brunson,29.0,NYK,PG,46.0,46.0,34.6,9.7,20.6,0.473,3.0,7.8,0.381,6.8,12.8,0.528,0.544,5.0,5.9,0.852,0.5,2.8,3.3,6.1,0.7,0.1,2.3,2.4,27.4,
10,11.0,Stephen Curry,37.0,GSW,PG,39.0,39.0,31.3,8.9,19.1,0.468,4.5,11.5,0.391,4.4,7.6,0.584,0.585,4.9,5.2,0.931,0.4,3.1,3.5,4.8,1.1,0.4,2.8,1.9,27.2,
11,12.0,Lauri Markkanen,28.0,UTA,PF,38.0,38.0,35.2,9.2,19.3,0.477,2.8,7.8,0.361,6.4,11.5,0.556,0.55,5.9,6.6,0.889,1.9,5.0,6.9,2.2,1.0,0.5,1.5,1.8,27.1,
12,13.0,Austin Reaves,27.0,LAL,SG,25.0,22.0,34.3,8.2,16.0,0.511,2.7,7.3,0.372,5.4,8.6,0.63,0.596,7.4,8.6,0.869,0.7,4.5,5.2,5.9,1.0,0.2,3.3,2.2,26.5,
13,14.0,Joel Embiid,31.0,PHI,C,30.0,30.0,31.3,9.0,18.1,0.494,1.2,3.8,0.304,7.8,14.3,0.545,0.527,7.3,8.5,0.859,2.1,5.3,7.4,3.9,0.7,1.1,3.0,2.1,26.4,
14,15.0,Kevin Durant,37.0,HOU,SF,47.0,47.0,36.6,9.2,18.0,0.509,2.3,5.7,0.404,6.9,12.3,0.557,0.573,5.4,6.1,0.885,0.5,4.9,5.4,4.4,0.8,0.9,3.1,2.0,26.0,
15,16.0,Jamal Murray,28.0,DEN,PG,47.0,47.0,35.8,9.1,18.8,0.486,3.2,7.5,0.432,5.9,11.3,0.522,0.572,4.4,5.0,0.88,0.4,3.9,4.3,7.5,1.0,0.4,2.3,1.5,25.9,
16,17.0,Deni Avdija,25.0,POR,SF,44.0,44.0,34.6,7.8,16.7,0.467,2.3,6.4,0.356,5.5,10.3,0.535,0.535,7.6,9.5,0.8,1.1,6.1,7.2,6.7,0.8,0.6,3.9,2.7,25.5,
17,18.0,Devin Booker,29.0,PHO,SG,41.0,41.0,34.0,8.4,18.4,0.456,1.7,5.5,0.313,6.7,12.9,0.517,0.503,7.0,8.0,0.864,0.8,3.2,4.0,6.2,0.9,0.3,3.3,2.6,25.4,
18,19.0,Cade Cunningham,24.0,DET,PG,44.0,44.0,35.3,8.9,19.3,0.461,1.8,5.8,0.32,7.0,13.5,0.52,0.508,5.8,7.2,0.808,1.0,4.6,5.5,9.8,1.5,0.9,3.8,3.2,25.4,
19,20.0,James Harden,36.0,LAC,PG,44.0,44.0,35.4,7.3,17.5,0.419,3.1,8.8,0.347,4.3,8.7,0.492,0.506,7.7,8.5,0.901,0.6,4.2,4.8,8.1,1.3,0.4,3.7,1.9,25.4,
20,21.0,Michael Porter Jr.,27.0,BRK,SF,40.0,40.0,33.1,8.9,18.7,0.474,3.7,9.5,0.387,5.2,9.2,0.564,0.572,3.7,4.3,0.85,1.3,5.9,7.2,3.2,1.1,0.3,2.5,2.2,25.1,
21,22.0,Keyonte George,22.0,UTA,PG,47.0,47.0,34.4,7.6,16.5,0.459,2.6,6.8,0.377,5.0,9.8,0.516,0.537,6.4,7.2,0.893,0.5,3.5,4.0,6.6,1.1,0.3,3.3,2.4,24.2,
22,23.0,Victor Wembanyama,22.0,SAS,C,37.0,28.0,29.1,8.3,16.3,0.509,1.8,4.9,0.367,6.5,11.4,0.57,0.564,5.8,7.1,0.811,2.0,9.1,11.1,2.8,0.9,2.7,2.7,2.8,24.2,
23,24.0,Pascal Siakam,31.0,IND,PF,48.0,48.0,33.9,9.0,18.5,0.485,1.8,4.8,0.381,7.1,13.7,0.521,0.534,4.1,5.9,0.69,1.6,5.2,6.8,4.0,1.1,0.5,2.2,2.5,23.8,
24,25.0,Jalen Johnson,24.0,ATL,SF,48.0,48.0,35.6,8.6,17.3,0.501,1.7,4.7,0.354,7.0,12.5,0.556,0.55,4.3,5.5,0.776,1.6,9.0,10.6,8.2,1.2,0.5,3.5,2.1,23.2,
25,26.0,Norman Powell,32.0,MIA,SG,43.0,43.0,30.7,7.7,16.3,0.472,2.8,7.2,0.392,4.9,9.1,0.536,0.559,4.8,5.7,0.844,0.3,3.3,3.7,2.6,1.2,0.2,2.0,2.2,23.0,
