,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
264,217.0,Claude Terry,27.0,BUF,SG,33.0,,9.2,1.5,3.2,0.471,0.5,0.7,0.783,0.1,0.7,0.8,1.0,0.3,0.0,0.8,3.5,
265,217.0,Claude Terry,27.0,ATL,SG,12.0,,20.1,3.9,7.3,0.54,1.5,1.8,0.857,0.7,0.8,1.5,2.1,0.8,0.1,1.8,9.3,
266,218.0,Kevin Stacom,25.0,BOS,SG,79.0,,13.3,2.3,5.5,0.409,0.6,0.7,0.793,0.5,0.7,1.2,1.5,0.2,0.0,0.8,5.1,
267,219.0,Chuck Terry,26.0,NYN,SF,61.0,,17.6,2.1,5.2,0.403,0.8,1.0,0.774,0.7,1.6,2.3,0.6,1.0,0.2,2.0,5.0,
268,220.0,Bill Willoughby,19.0,ATL,SF,39.0,,14.1,1.9,4.3,0.444,1.1,1.6,0.683,1.7,2.7,4.4,0.3,0.5,0.6,1.6,4.9,
269,221.0,Mo Howard,22.0,2TM,SG,32.0,0.0,10.8,2.0,4.1,0.485,0.8,1.1,0.686,0.5,0.7,1.2,1.3,0.5,0.3,1.6,4.8,
270,221.0,Mo Howard,22.0,CLE,SG,9.0,0.0,3.1,0.9,1.7,0.533,0.6,0.7,0.833,0.2,0.3,0.6,0.6,0.1,0.2,0.8,2.3,
271,221.0,Mo Howard,22.0,NOJ,SG,23.0,,13.8,2.4,5.1,0.479,0.8,1.3,0.655,0.7,0.8,1.5,1.6,0.7,0.3,1.9,5.7,
272,222.0,Dwight Davis,27.0,GSW,PF,33.0,,16.7,1.7,3.8,0.444,1.5,2.2,0.681,1.0,1.8,2.9,0.9,0.3,0.2,2.8,4.8,
273,223.0,Mike Dunleavy,22.0,PHI,PG,32.0,0.0,11.2,1.9,4.5,0.414,1.1,1.4,0.756,0.3,0.8,1.1,1.8,0.4,0.1,2.0,4.8,
274,224.0,Byron Beck,32.0,DEN,PF,53.0,,9.1,2.0,4.6,0.435,0.7,0.8,0.818,0.8,1.0,1.8,0.6,0.3,0.0,1.1,4.7,
275,225.0,Mel Bennett,22.0,IND,PF,67.0,1.0,13.6,1.5,4.4,0.344,1.7,2.8,0.599,1.6,1.9,3.5,1.0,0.6,0.5,2.3,4.7,
276,226.0,C.J. Kupec,24.0,LAL,SF,82.0,,11.1,1.9,4.2,0.447,1.0,1.2,0.772,0.9,1.5,2.4,0.6,0.2,0.0,1.4,4.7,
277,227.0,Andre McCarter,23.0,KCK,PG,59.0,,12.3,2.0,4.4,0.463,0.5,0.8,0.711,0.3,0.7,0.9,1.7,0.4,0.0,1.1,4.6,
278,228.0,Louie Nelson,25.0,SAS,SG,4.0,,14.3,1.8,3.5,0.5,1.0,1.8,0.571,0.5,1.3,1.8,0.8,0.5,0.0,2.3,4.5,
279,229.0,Ed Ratleff,26.0,HOU,SF,37.0,,14.4,1.9,4.4,0.435,0.7,1.1,0.619,0.6,1.4,2.1,1.2,0.5,0.2,1.2,4.5,
280,230.0,Phil Sellers,23.0,DET,SG,44.0,,7.5,1.7,4.3,0.384,1.2,1.6,0.722,0.4,0.5,0.9,0.6,0.5,0.0,1.3,4.5,
281,231.0,Mike Sojourner,23.0,ATL,PF,51.0,,10.8,1.9,4.0,0.468,0.8,1.1,0.719,1.0,1.9,2.9,0.4,0.3,0.2,1.3,4.5,
282,232.0,Andy Walker,21.0,NOJ,SF,40.0,,11.0,1.8,3.9,0.462,0.9,1.2,0.766,0.6,1.3,1.9,0.8,0.5,0.2,1.5,4.5,
283,233.0,Joe Bryant,22.0,PHI,PF,61.0,0.0,10.0,1.8,3.9,0.446,0.9,1.1,0.757,0.7,1.2,1.9,0.8,0.6,0.2,1.4,4.4,
284,234.0,Bill Bradley,33.0,NYK,SF,67.0,,15.3,1.9,4.1,0.464,0.5,0.6,0.81,0.4,1.1,1.5,1.9,0.4,0.1,1.8,4.3,
285,235.0,Mickey Davis,26.0,MIL,SF,19.0,,8.7,1.5,3.6,0.426,1.2,1.3,0.92,0.6,0.9,1.5,1.1,0.3,0.2,0.6,4.3,
286,236.0,Steve Kuberski,29.0,BOS,SF,76.0,,11.3,1.7,4.1,0.42,0.8,1.1,0.759,1.0,1.8,2.8,0.5,0.1,0.1,1.2,4.3,
287,237.0,Lloyd Walton,23.0,MIL,PG,53.0,,12.8,1.7,3.5,0.468,1.0,1.2,0.815,0.3,0.7,1.0,2.7,0.8,0.0,1.0,4.3,
288,238.0,Rowland Garrett,26.0,2TM,SF,62.0,0.0,9.6,1.7,3.9,0.444,0.7,0.8,0.804,0.6,1.2,1.8,0.4,0.3,0.2,1.3,4.1,
289,238.0,Rowland Garrett,26.0,CLE,SF,29.0,0.0,7.4,1.4,3.2,0.43,0.6,0.8,0.818,0.3,1.0,1.4,0.2,0.2,0.1,1.0,3.4,
290,238.0,Rowland Garrett,26.0,MIL,SF,33.0,,11.6,2.0,4.4,0.452,0.7,0.9,0.793,0.8,1.4,2.2,0.6,0.4,0.2,1.5,4.7,
291,239.0,Jim Barnett,32.0,PHI,SG,16.0,0.0,14.4,1.8,4.0,0.438,0.6,1.1,0.556,0.4,0.4,0.9,1.4,0.3,0.0,1.8,4.1,
292,240.0,Tom Owens,27.0,HOU,C,46.0,,10.0,1.5,2.9,0.504,1.1,1.7,0.684,1.0,2.1,3.1,0.4,0.1,0.3,2.1,4.1,
293,241.0,Kim Hughes,24.0,NYN,C,81.0,,25.7,1.9,4.4,0.427,0.2,0.9,0.275,2.3,4.6,7.0,1.2,1.5,1.5,3.8,4.0,
294,242.0,Frank Oleynick,21.0,SEA,PG,50.0,,10.3,1.6,4.5,0.363,0.8,1.1,0.736,0.3,0.6,0.9,1.2,0.3,0.1,1.0,4.0,
295,243.0,Mike Barr,26.0,KCK,SG,73.0,,16.8,1.7,3.8,0.437,0.6,0.8,0.719,0.5,1.3,1.8,2.4,0.7,0.2,1.3,3.9,
296,244.0,Fred Foster,30.0,BUF,SF,59.0,,11.7,1.7,4.2,0.401,0.5,0.7,0.682,0.6,0.7,1.3,0.8,0.3,0.0,1.6,3.9,
297,245.0,Cornell Warner,28.0,LAL,PF,14.0,,12.1,1.8,3.8,0.472,0.3,0.4,0.667,1.5,3.4,4.9,0.8,0.1,0.1,2.0,3.9,
298,246.0,Zaid Abdul-Aziz,30.0,BUF,C,22.0,,8.9,1.1,3.4,0.338,1.5,2.0,0.767,1.9,2.2,4.1,0.3,0.1,0.4,1.0,3.8,
299,247.0,Jim Ard,28.0,BOS,C,63.0,,15.4,1.5,4.0,0.378,0.8,1.2,0.645,1.2,3.5,4.7,0.8,0.3,0.4,2.0,3.8,
300,248.0,Glenn Hansen,24.0,KCK,SG,41.0,,7.0,1.6,3.8,0.432,0.6,0.8,0.719,0.7,0.8,1.4,0.6,0.3,0.1,1.1,3.8,
301,249.0,John Laskowski,23.0,CHI,SG,47.0,,12.0,1.6,4.5,0.354,0.6,0.6,0.9,0.3,1.0,1.3,0.9,0.7,0.0,0.5,3.8,
302,250.0,Marshall Rogers,23.0,GSW,PG,26.0,,6.8,1.7,4.5,0.371,0.5,0.6,0.933,0.2,0.2,0.4,0.4,0.3,0.1,1.3,3.8,
303,251.0,Fatty Taylor,30.0,DEN,PG,79.0,,19.6,1.7,4.0,0.42,0.5,0.8,0.569,1.1,1.5,2.7,3.6,1.7,0.1,2.6,3.8,
304,252.0,Tom Boerwinkle,31.0,CHI,C,82.0,,13.0,1.6,3.3,0.491,0.4,0.8,0.54,1.2,2.6,3.8,2.3,0.2,0.2,1.8,3.7,
305,253.0,Cornelius Cash,24.0,DET,PF,6.0,,8.2,1.5,3.8,0.391,0.5,1.0,0.5,1.3,1.3,2.7,0.2,0.3,0.2,1.3,3.5,
306,254.0,Mel Daniels,32.0,NYN,C,11.0,,11.5,1.2,3.2,0.371,1.2,2.1,0.565,0.9,2.2,3.1,0.5,0.3,1.0,2.6,3.5,
307,255.0,Chuck Williams,30.0,2TM,PG,65.0,,13.3,1.2,3.2,0.371,1.0,1.3,0.782,0.4,1.2,1.6,2.0,0.5,0.0,0.9,3.4,
308,255.0,Chuck Williams,30.0,DEN,PG,21.0,,14.8,1.7,4.4,0.376,1.4,1.9,0.769,0.4,1.2,1.6,2.1,0.4,0.0,1.2,4.8,
309,255.0,Chuck Williams,30.0,BUF,PG,44.0,,12.6,1.0,2.7,0.368,0.9,1.1,0.792,0.4,1.1,1.5,2.0,0.5,0.1,0.8,2.8,
310,256.0,Corky Calhoun,26.0,POR,SF,70.0,,10.6,1.2,2.6,0.464,0.9,1.2,0.776,0.6,1.5,2.1,0.5,0.3,0.1,1.8,3.4,
311,257.0,Phil Jackson,31.0,NYK,PF,76.0,,13.6,1.3,3.1,0.44,0.7,0.9,0.718,1.0,2.0,3.0,1.1,0.4,0.2,2.4,3.4,
312,258.0,Tom Kropp,23.0,CHI,SG,53.0,,9.1,1.4,2.9,0.48,0.5,0.8,0.683,0.4,0.5,0.9,0.7,0.3,0.0,1.5,3.3,
313,259.0,Cliff Pondexter,22.0,CHI,PF,78.0,,12.8,1.4,3.3,0.416,0.5,0.8,0.646,1.0,2.0,3.0,0.5,0.4,0.1,1.1,3.3,
314,260.0,Henry Ward,25.0,SAS,SG,27.0,,6.3,1.3,3.3,0.378,0.6,0.6,0.882,0.4,0.9,1.2,0.2,0.2,0.2,1.1,3.1,
315,261.0,Harvey Catchings,25.0,PHI,C,53.0,25.0,16.3,1.2,2.3,0.504,0.6,0.9,0.702,1.2,3.2,4.4,0.6,0.4,1.5,2.5,3.0,
316,262.0,Len Elmore,24.0,IND,C,6.0,0.0,7.7,1.2,2.8,0.412,0.7,0.8,0.8,1.2,1.3,2.5,0.3,0.0,0.7,1.8,3.0,
317,263.0,Earl Williams,25.0,NYN,C,1.0,,7.0,0.0,2.0,0.0,3.0,6.0,0.5,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,
318,264.0,Bob Bigelow,23.0,KCK,SF,29.0,,5.6,1.2,2.4,0.5,0.5,0.6,0.882,0.3,0.7,0.9,0.3,0.1,0.0,0.6,2.9,
319,265.0,Ron Davis,22.0,ATL,SF,7.0,,9.6,1.1,5.0,0.229,0.6,1.9,0.308,0.3,0.7,1.0,0.3,1.0,0.0,1.3,2.9,
320,266.0,Henry Dickerson,25.0,ATL,PG,6.0,,10.5,1.0,2.0,0.5,0.8,1.3,0.625,0.0,0.3,0.3,1.8,0.2,0.0,2.2,2.8,
321,267.0,Eric Fernsten,23.0,CHI,C,5.0,,12.2,0.6,3.0,0.2,1.6,2.2,0.727,1.8,1.4,3.2,1.2,0.2,0.6,1.8,2.8,
322,268.0,George Karl,25.0,SAS,PG,29.0,,8.7,0.9,2.5,0.342,1.0,1.4,0.69,0.1,0.4,0.6,1.6,0.3,0.0,1.2,2.7,
323,269.0,Terry Furlow,22.0,PHI,SG,32.0,0.0,5.4,1.1,3.1,0.34,0.5,0.6,0.889,0.6,0.7,1.2,0.6,0.2,0.1,0.3,2.6,
324,270.0,Phil Hicks,24.0,2TM,SF,37.0,,7.1,1.1,2.4,0.461,0.3,0.4,0.846,0.7,1.1,1.8,0.6,0.2,0.0,1.0,2.5,
325,270.0,Phil Hicks,24.0,HOU,SF,2.0,,3.5,0.0,1.0,0.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,
326,270.0,Phil Hicks,24.0,CHI,SF,35.0,,7.3,1.2,2.5,0.471,0.3,0.4,0.846,0.7,1.1,1.9,0.7,0.2,0.0,1.0,2.7,
327,271.0,Norm Cook,21.0,BOS,SF,25.0,,5.5,1.1,2.9,0.375,0.4,0.7,0.529,0.4,0.7,1.1,0.2,0.4,0.1,1.1,2.5,
328,272.0,John Lambert,24.0,CLE,PF,63.0,0.0,8.8,1.1,2.5,0.427,0.4,0.6,0.694,1.0,1.5,2.4,0.5,0.3,0.3,1.2,2.5,
329,273.0,Allen Murphy,24.0,LAL,SG,2.0,,9.0,0.5,2.5,0.2,1.5,3.5,0.429,1.5,0.5,2.0,0.0,0.0,0.0,2.5,2.5,
330,274.0,Monte Towe,23.0,DEN,PG,51.0,,8.0,1.1,2.7,0.406,0.4,0.5,0.72,0.2,0.5,0.7,1.7,0.3,0.0,1.2,2.5,
331,275.0,Bob Weiss,34.0,WSB,PG,62.0,,12.4,1.0,2.1,0.466,0.5,0.6,0.784,0.2,0.9,1.1,2.1,0.9,0.1,1.1,2.5,
332,276.0,Jerome Anderson,23.0,IND,SG,27.0,0.0,6.1,1.0,2.2,0.441,0.5,0.7,0.7,0.3,0.1,0.4,0.4,0.2,0.1,1.0,2.4,
333,277.0,Rudy White,23.0,HOU,SG,46.0,,8.0,1.0,2.3,0.443,0.3,0.5,0.6,0.3,0.6,0.9,0.8,0.2,0.0,0.8,2.4,
334,278.0,Rudy Hackett,23.0,2TM,PF,6.0,0.0,7.7,0.5,1.7,0.3,1.3,2.3,0.571,0.7,1.5,2.2,0.5,0.0,0.2,1.3,2.3,
335,278.0,Rudy Hackett,23.0,NYN,PF,1.0,,8.0,0.0,2.0,0.0,2.0,5.0,0.4,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,
336,278.0,Rudy Hackett,23.0,IND,PF,5.0,0.0,7.6,0.6,1.6,0.375,1.2,1.8,0.667,0.6,1.4,2.0,0.6,0.0,0.2,1.4,2.4,
337,279.0,Glenn McDonald,24.0,MIL,SF,9.0,,8.8,0.9,3.8,0.235,0.3,0.4,0.75,0.9,0.4,1.3,0.8,0.4,0.0,1.2,2.1,
338,280.0,Joe Pace,23.0,WSB,C,30.0,,4.0,0.8,1.8,0.436,0.5,1.0,0.552,0.5,0.6,1.1,0.1,0.1,0.6,1.0,2.1,
339,281.0,Marv Roberts,27.0,LAL,SF,28.0,,7.5,1.0,2.7,0.355,0.1,0.2,0.667,0.3,0.6,0.9,0.7,0.1,0.1,1.2,2.1,
340,282.0,Jimmy Jones,32.0,WSB,PG,3.0,,11.0,0.7,3.0,0.222,0.7,1.3,0.5,0.3,1.0,1.3,0.3,0.7,0.0,1.3,2.0,
341,283.0,Goo Kennedy,27.0,HOU,SF,32.0,,8.7,1.0,1.8,0.534,0.1,0.3,0.375,0.4,1.2,1.6,0.2,0.2,0.2,1.4,2.0,
342,284.0,Bobby Wilson,26.0,BOS,SG,25.0,,5.2,0.8,2.4,0.322,0.4,0.5,0.846,0.1,0.2,0.4,0.6,0.1,0.0,0.8,2.0,
343,285.0,Dale Schlueter,31.0,PHO,C,39.0,,8.6,0.7,1.8,0.361,0.5,0.8,0.581,0.8,1.3,2.1,1.0,0.2,0.2,1.6,1.8,
344,286.0,Chuckie Williams,23.0,CLE,SG,22.0,0.0,3.0,0.6,2.1,0.298,0.4,0.5,0.75,0.1,0.0,0.2,0.3,0.0,0.0,0.3,1.7,
345,287.0,Mike Riordan,31.0,WSB,SF,49.0,,5.9,0.7,1.9,0.362,0.2,0.3,0.733,0.1,0.4,0.6,0.4,0.1,0.0,0.7,1.6,
346,288.0,Mike D'Antoni,25.0,SAS,SG,2.0,,4.5,0.5,1.5,0.333,0.5,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.5,1.5,
347,289.0,Clyde Mayes,23.0,3TM,PF,9.0,0.0,5.8,0.6,2.1,0.263,0.3,0.8,0.429,1.1,0.7,1.8,0.3,0.0,0.4,1.3,1.4,
348,289.0,Clyde Mayes,23.0,IND,PF,2.0,0.0,10.5,1.5,3.5,0.429,0.5,2.0,0.25,2.0,1.5,3.5,1.5,0.0,1.0,2.5,3.5,
349,289.0,Clyde Mayes,23.0,BUF,PF,2.0,,3.5,0.0,1.5,0.0,1.0,1.5,0.667,0.0,1.5,1.5,0.0,0.0,0.0,1.0,1.0,
350,289.0,Clyde Mayes,23.0,POR,PF,5.0,,4.8,0.4,1.8,0.222,0.0,0.0,,1.2,0.0,1.2,0.0,0.0,0.4,1.0,0.8,
351,290.0,Roger Brown,26.0,DET,C,43.0,,7.5,0.5,1.3,0.375,0.4,0.6,0.692,0.7,1.4,2.1,0.3,0.3,0.4,1.6,1.4,
352,291.0,Dean Meminger,28.0,NYK,SG,32.0,,7.9,0.5,1.1,0.417,0.4,0.7,0.565,0.4,0.4,0.8,0.9,0.3,0.0,0.5,1.3,
353,292.0,Norton Barnhill,23.0,SEA,SG,4.0,,2.5,0.5,1.5,0.333,0.0,0.0,,0.5,0.3,0.8,0.3,0.0,0.0,1.3,1.0,
354,293.0,Darrell Elston,24.0,IND,SG,5.0,0.0,8.0,0.4,2.8,0.143,0.2,0.4,0.5,0.2,1.0,1.2,0.4,0.2,0.0,1.2,1.0,
355,294.0,Keith Starr,22.0,CHI,SG,17.0,,3.8,0.4,1.4,0.25,0.1,0.1,1.0,0.4,0.2,0.6,0.4,0.1,0.0,0.6,0.8,
356,295.0,Willie Smith,23.0,CHI,PG,2.0,,5.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,
357,,League Average,,,,,,,,,0.465,,,0.751,,,,,,,,,
