,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Latrell Sprewell,23.0,GSW,SG,82.0,82.0,3533.0,15.9,0.532,0.276,0.322,2.5,9.7,6.1,15.3,2.5,1.3,12.3,21.5,4.7,3.2,8.0,0.108,1.6,0.3,1.9,3.5,"MVP-11,AS,NBA1,DEF2"
1,2.0,Karl Malone,30.0,UTA,PF,82.0,82.0,3329.0,22.9,0.55,0.021,0.474,8.3,24.1,16.3,17.1,1.9,2.6,11.1,28.0,7.4,6.1,13.4,0.193,4.1,1.5,5.6,6.4,"MVP-7,AS,NBA1"
2,3.0,Hakeem Olajuwon,31.0,HOU,C,80.0,80.0,3277.0,25.3,0.565,0.011,0.32,8.2,23.3,16.2,16.4,2.0,5.7,12.3,29.8,6.4,7.9,14.3,0.21,3.5,3.3,6.8,7.3,"MVP-1,DPOY-1,AS,NBA1,DEF1"
3,4.0,David Robinson,28.0,SAS,C,80.0,80.0,3241.0,30.7,0.577,0.017,0.558,8.8,20.3,14.8,21.6,2.3,5.4,10.9,32.0,13.3,6.7,20.0,0.296,8.1,3.8,11.9,11.4,"MVP-2,DPOY-2,AS,NBA2,DEF2"
4,5.0,Shaquille O'Neal,21.0,ORL,C,81.0,81.0,3224.0,28.5,0.605,0.001,0.534,13.5,23.7,18.7,11.0,1.2,4.5,10.2,29.0,12.1,4.8,16.9,0.252,6.2,0.6,6.8,7.2,"MVP-4,AS,NBA3"
5,6.0,Dan Majerle,28.0,PHO,SG,80.0,76.0,3207.0,13.7,0.531,0.442,0.209,4.3,8.0,6.1,11.9,2.0,0.8,9.9,18.0,5.0,2.3,7.3,0.109,1.3,-0.4,0.9,2.4,
6,7.0,Clarence Weatherspoon,23.0,PHI,SF,82.0,82.0,3147.0,18.1,0.525,0.014,0.345,8.8,20.2,14.5,10.3,1.6,2.2,12.0,22.5,3.1,2.8,6.0,0.091,1.0,-0.6,0.4,1.9,
7,8.0,Kenny Anderson,23.0,NJN,PG,82.0,82.0,3135.0,18.2,0.491,0.096,0.306,2.9,8.0,5.4,40.6,2.5,0.3,14.5,24.6,4.3,3.2,7.5,0.114,2.5,-0.1,2.4,3.4,AS
8,9.0,Jim Jackson,23.0,DAL,SG,82.0,82.0,3066.0,14.4,0.497,0.042,0.242,5.8,8.7,7.1,21.5,1.4,0.6,17.4,26.5,-0.3,0.8,0.6,0.009,0.6,-2.3,-1.7,0.2,
9,10.0,Anfernee Hardaway,22.0,ORL,PG,82.0,82.0,3015.0,17.4,0.531,0.171,0.302,7.2,9.1,8.2,26.6,3.2,1.1,19.1,21.7,3.8,3.3,7.1,0.112,1.9,1.0,2.9,3.8,ROY-2
10,11.0,Glen Rice,26.0,MIA,SF,81.0,81.0,2999.0,18.5,0.552,0.243,0.2,2.9,13.6,8.2,10.5,1.9,0.7,7.8,24.1,7.3,2.9,10.2,0.163,2.9,-0.2,2.7,3.6,
11,12.0,Dennis Rodman,32.0,SAS,PF,79.0,51.0,2989.0,13.4,0.549,0.082,0.349,17.9,32.8,25.7,8.2,0.9,0.7,29.1,7.1,3.3,5.4,8.7,0.14,0.7,0.3,1.0,2.3,"MVP-11,DPOY-6,6MOY-6,DEF2"
12,13.0,Patrick Ewing,31.0,NYK,C,79.0,79.0,2972.0,22.9,0.551,0.009,0.387,8.5,24.9,16.9,11.3,1.6,5.1,12.9,29.8,5.1,8.0,13.1,0.211,2.5,2.7,5.2,5.5,"MVP-5,AS"
13,14.0,John Stockton,31.0,UTA,PG,82.0,82.0,2969.0,22.5,0.608,0.172,0.389,2.8,7.1,5.0,53.1,3.5,0.5,20.7,19.1,9.3,4.0,13.2,0.214,5.8,2.2,8.0,7.5,"MVP-11,AS,NBA1"
14,15.0,Charles Oakley,30.0,NYK,PF,82.0,82.0,2932.0,15.3,0.54,0.004,0.412,13.8,23.3,18.6,11.3,1.9,0.4,17.7,16.3,3.7,6.8,10.5,0.172,0.1,1.5,1.6,2.6,"DPOY-9,AS,DEF1"
15,16.0,Mookie Blaylock,26.0,ATL,PG,81.0,81.0,2915.0,19.6,0.487,0.316,0.147,4.4,11.6,8.0,40.4,3.7,1.0,14.6,19.8,4.9,5.3,10.2,0.168,3.4,2.3,5.7,5.7,"MVP-11,DPOY-7,AS,DEF1"
16,17.0,Otis Thorpe,31.0,HOU,PF,82.0,82.0,2909.0,16.1,0.593,0.002,0.477,11.0,21.7,16.6,9.9,1.1,0.6,16.0,17.6,4.9,4.9,9.8,0.162,0.1,0.2,0.3,1.7,
17,18.0,Mitch Richmond,28.0,SAC,SG,78.0,78.0,2897.0,17.7,0.551,0.218,0.358,2.6,8.3,5.4,18.5,1.8,0.4,11.6,27.2,5.2,1.2,6.4,0.106,2.7,-1.1,1.6,2.7,"AS,NBA2"
18,19.0,Jamal Mashburn,21.0,DAL,SF,79.0,73.0,2896.0,13.2,0.48,0.216,0.317,3.9,10.3,6.8,15.8,1.6,0.3,13.5,26.6,-0.2,1.0,0.9,0.014,-0.3,-2.2,-2.4,-0.3,ROY-3
19,20.0,Rod Strickland,27.0,POR,PG,82.0,58.0,2889.0,19.8,0.543,0.009,0.431,4.4,9.8,7.0,38.2,2.5,0.5,16.5,22.0,6.3,3.0,9.3,0.155,3.1,0.5,3.6,4.1,
20,21.0,Gary Payton,25.0,SEA,PG,82.0,82.0,2881.0,17.8,0.526,0.047,0.241,4.3,6.8,5.5,26.7,3.3,0.5,11.9,21.6,5.2,4.1,9.3,0.155,1.9,1.3,3.1,3.7,"MVP-6,DPOY-5,AS,NBA3,DEF1"
21,22.0,Kevin Willis,31.0,ATL,PF,80.0,80.0,2867.0,19.4,0.538,0.019,0.299,12.8,24.2,18.5,8.7,1.4,0.9,11.7,24.1,5.1,5.1,10.2,0.17,1.3,-0.9,0.4,1.7,MVP-11
22,23.0,Dee Brown,25.0,BOS,SG,77.0,76.0,2867.0,16.0,0.533,0.094,0.214,2.5,9.4,5.9,18.2,2.7,1.0,10.1,18.8,4.1,2.3,6.4,0.108,0.4,1.2,1.5,2.5,
23,24.0,Ron Harper,30.0,LAC,SG,75.0,75.0,2856.0,15.7,0.496,0.177,0.313,4.8,12.2,8.6,18.7,2.4,1.1,13.7,25.5,0.7,2.3,2.9,0.049,0.5,-0.5,0.1,1.5,
24,25.0,Dikembe Mutombo,27.0,DEN,C,82.0,82.0,2853.0,17.9,0.59,0.002,0.684,11.5,25.8,18.9,6.6,1.0,7.4,19.8,15.6,2.9,6.4,9.4,0.158,0.1,3.0,3.2,3.7,DPOY-3
25,26.0,Clifford Robinson,27.0,POR,C,82.0,64.0,2853.0,17.4,0.513,0.038,0.328,6.0,15.4,10.5,8.9,2.0,2.5,9.5,25.4,3.7,3.7,7.5,0.126,0.6,0.6,1.1,2.3,AS
26,27.0,Bryant Stith,23.0,DEN,SG,82.0,82.0,2853.0,12.7,0.53,0.011,0.433,4.8,8.7,6.8,10.4,2.0,0.4,11.9,16.4,3.4,3.4,6.8,0.114,-0.8,0.8,0.0,1.4,
27,28.0,A.C. Green,30.0,PHO,PF,82.0,55.0,2825.0,17.0,0.555,0.038,0.391,11.1,18.8,15.0,6.9,1.2,0.8,8.4,17.6,6.7,2.6,9.3,0.157,1.8,-1.2,0.6,1.8,
28,29.0,Jeff Hornacek,30.0,2TM,SG,80.0,62.0,2820.0,16.7,0.562,0.207,0.295,2.4,8.6,5.5,23.9,2.3,0.3,13.1,20.2,5.1,1.8,6.9,0.117,1.3,0.2,1.5,2.5,
29,29.0,Jeff Hornacek,30.0,PHI,SG,53.0,53.0,1994.0,16.3,0.547,0.232,0.285,2.3,9.4,5.8,25.5,2.4,0.3,14.6,20.5,2.7,1.0,3.7,0.09,0.8,0.0,0.8,1.4,
30,29.0,Jeff Hornacek,30.0,UTA,SG,27.0,9.0,826.0,17.6,0.598,0.145,0.318,2.7,6.6,4.7,20.0,2.0,0.3,9.1,19.4,2.4,0.8,3.1,0.182,2.5,0.7,3.2,1.1,
31,30.0,Nick Anderson,26.0,ORL,SG,81.0,81.0,2811.0,16.9,0.549,0.298,0.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,4.6,3.0,7.6,0.129,2.0,0.6,2.5,3.2,
