,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Michael Jordan,23.0,CHI,SG,82.0,82.0,3281.0,29.8,0.562,0.029,0.427,5.6,9.3,7.4,22.2,3.6,2.3,9.1,38.3,11.9,5.0,16.9,0.247,8.4,2.4,10.8,10.6,"MVP-2,DPOY-8,AS,NBA1"
1,2.0,Rodney McCray,25.0,HOU,SF,81.0,81.0,3136.0,15.7,0.612,0.011,0.502,6.7,13.4,10.1,18.7,1.3,1.0,17.9,15.2,5.6,3.8,9.4,0.144,1.6,1.0,2.6,3.7,DEF2
2,3.0,Clyde Drexler,24.0,POR,SG,82.0,82.0,3114.0,20.2,0.552,0.033,0.334,8.3,10.2,9.3,26.2,3.0,1.3,13.5,23.6,6.6,3.7,10.3,0.158,3.5,1.4,4.9,5.4,
3,4.0,Alex English,33.0,DEN,SF,82.0,82.0,3085.0,20.5,0.549,0.008,0.254,4.7,7.2,5.8,21.6,1.1,0.4,9.1,29.2,7.0,1.1,8.1,0.126,4.0,-2.0,1.9,3.1,"MVP-14,AS"
4,5.0,Dale Ellis,26.0,SEA,SG,82.0,76.0,3073.0,19.0,0.588,0.158,0.322,6.6,9.3,7.9,11.9,1.6,0.6,12.1,25.3,7.6,1.7,9.3,0.145,3.5,-1.1,2.4,3.4,MIP-1
5,6.0,Sleepy Floyd,26.0,GSW,PG,82.0,82.0,3064.0,20.2,0.608,0.184,0.521,2.0,7.7,4.8,38.0,2.2,0.3,18.1,20.3,8.3,1.7,10.0,0.157,4.4,-0.1,4.3,4.9,AS
6,7.0,Ron Harper,23.0,CLE,SG,82.0,82.0,3064.0,17.2,0.503,0.058,0.349,6.0,7.8,6.9,21.1,3.2,1.5,15.6,28.9,-0.1,4.4,4.2,0.066,0.8,1.1,1.8,3.0,ROY-2
7,8.0,Kevin McHale,29.0,BOS,PF,77.0,77.0,3060.0,24.0,0.655,0.003,0.392,9.9,17.5,14.0,9.8,0.6,3.1,11.4,24.1,10.8,4.0,14.8,0.232,4.7,0.4,5.1,5.5,"MVP-4,DPOY-5,AS,NBA1,DEF1"
8,9.0,Fat Lever,26.0,DEN,PG,82.0,82.0,3054.0,20.8,0.515,0.067,0.228,7.0,18.8,12.5,29.1,3.0,0.6,10.0,21.1,6.0,3.8,9.7,0.153,3.5,1.4,5.0,5.4,"MVP-9,DPOY-8,NBA2"
9,10.0,Xavier McDaniel,23.0,SEA,SF,82.0,82.0,3031.0,18.7,0.538,0.009,0.25,12.1,13.2,12.7,10.7,1.8,1.0,11.8,25.8,5.0,2.4,7.4,0.117,2.1,-1.3,0.8,2.1,
10,11.0,Kiki Vandeweghe,28.0,POR,SF,79.0,79.0,3029.0,19.2,0.597,0.052,0.341,3.3,6.0,4.6,11.1,0.8,0.3,7.3,24.8,9.6,1.3,10.8,0.171,3.4,-1.9,1.5,2.7,
11,12.0,James Donaldson,29.0,DAL,C,82.0,82.0,3028.0,15.3,0.658,0.0,0.62,10.7,23.8,17.4,2.6,0.8,2.5,13.3,10.5,6.5,3.9,10.4,0.166,1.4,0.3,1.7,2.8,
12,13.0,Tom Chambers,27.0,SEA,PF,82.0,82.0,3018.0,17.0,0.554,0.1,0.436,5.9,13.8,9.8,11.8,1.3,0.9,13.5,26.0,5.3,2.1,7.4,0.118,1.4,-1.2,0.1,1.6,AS
13,14.0,Isiah Thomas,25.0,DET,PG,81.0,81.0,3013.0,18.8,0.528,0.072,0.385,3.0,8.2,5.7,39.3,2.4,0.4,17.8,25.9,3.8,3.8,7.6,0.121,2.9,0.4,3.3,4.0,"MVP-8,AS,NBA2"
14,15.0,Larry Bird,30.0,BOS,SF,74.0,73.0,3005.0,26.4,0.612,0.15,0.304,5.1,19.2,12.8,28.6,2.2,1.3,12.4,27.5,10.4,4.8,15.2,0.243,7.3,2.0,9.4,8.6,"MVP-3,AS,NBA1"
15,16.0,Robert Parish,33.0,BOS,C,80.0,80.0,2995.0,17.7,0.588,0.001,0.292,10.4,20.7,16.0,8.0,1.0,2.7,13.8,19.7,4.6,4.5,9.2,0.147,0.9,0.3,1.2,2.4,"MVP-12,AS"
16,17.0,Charles Oakley,23.0,CHI,PF,82.0,81.0,2980.0,14.2,0.493,0.029,0.339,11.2,30.1,20.4,14.3,1.4,0.7,19.8,21.3,-1.1,4.6,3.5,0.056,-1.7,-0.3,-2.0,0.0,
