,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
0,1.0,Chris Mullin,27.0,GSW,SF,82.0,82.0,3315.0,21.4,0.618,0.092,0.4,4.7,10.0,7.4,14.9,2.4,1.1,12.6,23.5,9.7,2.4,12.2,0.176,4.5,0.1,4.7,5.6,"AS,NBA2"
1,2.0,Karl Malone,27.0,UTA,PF,82.0,82.0,3302.0,24.8,0.596,0.009,0.552,9.0,24.5,17.2,14.7,1.4,1.5,10.9,30.1,9.9,5.6,15.5,0.225,4.8,0.6,5.4,6.2,"MVP-5,AS,NBA1"
2,3.0,Tim Hardaway,24.0,GSW,PG,82.0,82.0,3215.0,20.9,0.547,0.162,0.246,3.0,8.4,5.7,36.8,3.1,0.2,13.6,24.7,7.4,2.5,9.9,0.148,4.5,-0.1,4.4,5.2,"MVP-19,AS"
3,4.0,Tyrone Corbin,28.0,MIN,SF,82.0,82.0,3196.0,16.6,0.499,0.008,0.283,6.3,15.7,10.7,17.1,2.6,1.1,12.4,22.7,2.6,2.9,5.4,0.081,0.5,0.4,0.9,2.3,
4,5.0,Pooh Richardson,24.0,MIN,PG,82.0,82.0,3154.0,18.1,0.492,0.095,0.122,2.8,8.0,5.3,37.6,2.2,0.3,10.9,21.8,4.5,1.3,5.9,0.089,3.1,-1.1,2.0,3.2,
5,6.0,Sam Mitchell,27.0,MIN,PF,82.0,60.0,3121.0,12.3,0.505,0.009,0.392,6.6,13.2,9.7,6.3,1.1,1.2,8.1,17.8,3.7,1.4,5.1,0.078,-1.8,-1.3,-3.2,-0.9,
6,7.0,Hersey Hawkins,24.0,PHI,SG,80.0,80.0,3110.0,19.4,0.592,0.216,0.44,1.8,9.3,5.6,15.3,2.9,0.7,12.5,24.0,6.5,3.3,9.8,0.151,2.4,0.9,3.3,4.1,AS
7,8.0,Patrick Ewing,28.0,NYK,C,81.0,81.0,3104.0,23.7,0.561,0.004,0.379,7.4,25.7,16.8,14.1,1.3,5.0,13.2,31.1,4.4,5.6,10.0,0.155,2.5,1.7,4.2,4.9,"MVP-11,DPOY-7,AS,NBA2"
8,9.0,John Stockton,28.0,UTA,PG,82.0,82.0,3103.0,23.4,0.604,0.172,0.444,1.9,6.8,4.5,57.5,3.8,0.3,20.3,20.9,9.4,4.7,14.0,0.217,5.8,2.5,8.3,8.1,"MVP-12,DPOY-7,AS,NBA3,DEF2"
9,10.0,David Robinson,25.0,SAS,C,82.0,81.0,3095.0,27.4,0.615,0.005,0.569,12.6,24.7,19.0,10.9,2.0,6.2,13.7,26.6,9.4,7.6,17.0,0.264,5.2,3.3,8.5,8.2,"MVP-3,DPOY-2,AS,NBA1,DEF1"
